Company,TypeName,Inches,Ram,OpSys,Weight,SSD,HDD,Flash,Hybrid,Cpu_Brand,Cpu_Model,Cpu_ClockSpeed,Gpu_Brand,Gpu_Series,Gpu_Model,ScreenType,ScreenWidth,Touchscreen,Price
Dell,Notebook,15.6,8,Linux,2.32,0,1024,0,0,Intel,Core i5,2.5,AMD,Radeon,R7 M445,Other,1366,False,31409.6256
HP,Notebook,15.6,4,Windows,2.1,0,1024,0,0,AMD,Other,3.0,AMD,Radeon,520,Standard Display,1920,False,26053.92
Acer,Gaming,17.3,16,Windows,4.2,128,1024,0,0,Intel,Core i7,2.6,Nvidia,GeForce,GTX 1060,IPS Display,1920,False,103096.8
Dell,Notebook,15.6,12,Windows,2.25,0,1024,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Other,1366,False,34578.72
HP,Notebook,15.6,6,Windows,2.1,128,1024,0,0,AMD,Other,3.0,AMD,Radeon,520,Standard Display,1920,False,34632.0
Acer,Notebook,15.6,4,Windows,2.4,0,500,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Other,1366,False,29783.52
Lenovo,Notebook,13.3,8,Windows,1.44,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,False,51148.8
Lenovo,Notebook,15.6,4,Windows,1.85,0,1024,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,False,41505.12
HP,Workstation,15.6,16,Windows,2.6,256,0,0,0,Intel,Core i7,2.8,Nvidia,Quadro,Other,Standard Display,1920,False,128884.32
Dell,2 in 1 Convertible,13.3,8,Windows,1.55,0,1024,0,0,Intel,Core i5,1.6,Intel,UHD,Graphics 620,Standard Display,1920,True,35111.52
MSI,Gaming,15.6,16,Windows,1.8,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,Standard Display,1920,False,111593.8944
Acer,Notebook,15.6,4,Windows,2.4,0,500,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1366,False,21887.424
Dell,Notebook,15.6,8,Windows,2.0,128,1024,0,0,Intel,Core i7,2.7,Nvidia,GeForce,940MX,Standard Display,1920,False,64308.96
Dell,Notebook,15.6,8,Windows,2.0,256,0,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1366,False,35431.2
Toshiba,Notebook,14.0,8,Windows,1.25,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,True,81784.8
Lenovo,2 in 1 Convertible,14.0,8,Windows,1.7,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,True,53226.72
Lenovo,Workstation,15.6,16,Windows,2.5,1024,0,0,0,Intel,Core i7,2.8,Nvidia,Quadro,Other,IPS Display,3840,False,175770.72
Acer,Notebook,14.0,2,Chrome OS,1.68,0,0,32,0,Intel,Celeron Dual Core,1.6,Intel,HD,Graphics 400,Other,1366,False,17582.399999999998
Samsung,Ultrabook,13.3,16,Windows,0.81,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,False,87858.72
HP,Notebook,15.6,8,Windows,1.86,256,0,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Standard Display,1920,False,28717.92
Dell,Notebook,14.0,8,Windows,1.6,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Other,1366,False,60031.1088
HP,Workstation,17.3,16,Windows,3.0,256,0,0,0,Intel,Other,2.9,Nvidia,Quadro,Other,IPS Display,1920,False,233845.92
Lenovo,Netbook,11.6,4,Windows,1.4,128,0,0,0,Intel,Celeron Dual Core,1.6,Intel,HD,Graphics 400,Touchscreen Display,1366,True,25308.0
HP,Notebook,15.6,8,Windows,1.84,256,0,0,0,Intel,Core i5,2.4,Intel,HD,Graphics 520,Standard Display,1920,False,101232.0
Asus,Notebook,15.6,4,No OS,2.45,0,1024,0,0,Intel,Core i5,2.3,Nvidia,GeForce,Other,Other,1366,False,30849.12
Lenovo,Ultrabook,14.0,4,Windows,1.7,180,0,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,Standard Display,1920,False,58394.88
Asus,Notebook,15.6,4,Windows,2.37,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Other,1366,False,45282.672
Lenovo,2 in 1 Convertible,13.3,8,Windows,1.3,256,0,0,0,Intel,Core i5,1.8,Intel,HD,Other,IPS Display,3200,True,63882.72
HP,Notebook,15.6,8,Windows,2.2,128,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,IPS Display,1920,False,58554.72
HP,Workstation,15.6,8,Windows,2.59,256,0,0,0,Intel,Core i7,2.6,Nvidia,Quadro,Other,Standard Display,1920,False,83170.08
Dell,Gaming,15.6,16,Windows,4.42,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1070,IPS Display,3840,False,152859.7872
Acer,Notebook,15.6,4,Windows,2.1,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Other,1366,False,31914.72
Lenovo,Gaming,15.6,8,Windows,2.5,128,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,IPS Display,1920,False,55837.44
Dell,Ultrabook,12.5,16,Windows,1.18,256,0,0,0,Intel,Core i7,2.8,Intel,HD,Graphics 620,Standard Display,1920,False,99047.52
Google,Ultrabook,12.3,8,Chrome OS,1.1,256,0,0,0,Intel,Core i5,1.2,Intel,HD,Graphics 615,Touchscreen Display,2400,True,83063.52
Asus,Ultrabook,13.3,8,Windows,1.2,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,3200,False,60153.12
Dell,Notebook,13.3,4,Windows,1.65,0,500,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1366,False,45234.72
Acer,Notebook,13.3,4,Windows,1.6,128,0,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,Other,1366,False,34898.4
Asus,Notebook,17.3,4,Windows,2.8,0,1024,0,0,Intel,Other,1.1,Nvidia,GeForce,920MX,Other,1366,False,25059.715199999995
Dell,Gaming,15.6,16,Windows,2.72,128,1024,0,0,Intel,Core i7,2.6,Nvidia,GeForce,GTX 960M,IPS Display,3840,True,58554.72
Samsung,Ultrabook,13.3,8,Windows,1.31,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,True,85194.72
Acer,Notebook,15.6,4,Linux,2.1,0,1024,0,0,Intel,Other,1.1,Intel,HD,Graphics 505,Other,1366,False,15877.44
Dell,Notebook,15.6,16,Windows,2.3,256,0,0,0,Intel,Core i7,2.7,AMD,Radeon,R7 M445,Standard Display,1920,False,62938.0656
Samsung,2 in 1 Convertible,15.0,16,Windows,1.71,256,0,0,0,Intel,Core i7,2.7,AMD,Radeon,Other,Standard Display,1920,True,95850.72
Toshiba,Notebook,14.0,4,Windows,1.75,128,0,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,IPS Display,1366,False,54345.6
Dell,Gaming,15.6,8,Windows,2.62,0,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,58554.72
HP,Ultrabook,12.5,4,Windows,1.26,256,0,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,Other,1366,False,66280.31999999999
Asus,2 in 1 Convertible,15.6,12,Windows,2.3,0,2048,0,0,Intel,Core i7,2.7,Nvidia,GeForce,940MX,Standard Display,1920,True,44701.92
Lenovo,Notebook,15.6,16,Windows,2.5,512,0,0,0,Intel,Core i7,2.7,Nvidia,Quadro,Other,Standard Display,3840,False,126273.6
Acer,Notebook,14.0,4,Windows,1.8,128,0,0,0,Intel,Core i3,2.4,Intel,HD,Graphics 620,IPS Display,1920,False,33886.08
Razer,Gaming,14.0,16,Windows,1.95,512,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,Standard Display,1920,False,154458.72
Asus,Notebook,15.6,8,Windows,2.0,128,0,0,0,Intel,Other,1.1,Intel,HD,Graphics 505,Other,1920,False,31003.632
Dell,Gaming,17.3,32,Windows,4.42,1024,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,Other,IPS Display,1920,False,191211.264
Asus,Gaming,17.3,16,Windows,4.3,256,1024,0,0,Intel,Core i7,2.6,Nvidia,GeForce,GTX 1070,IPS Display,1920,False,125208.0
Toshiba,Ultrabook,14.0,16,Windows,1.47,512,0,0,0,Intel,Core i7,2.6,Nvidia,GeForce,Other,IPS Display,1920,False,93985.92
Lenovo,Notebook,15.6,8,No OS,2.2,0,1024,0,0,Intel,Other,1.6,Intel,HD,Other,Other,1366,False,17529.12
Lenovo,Ultrabook,14.0,16,Windows,1.7,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,False,122490.72
MSI,Gaming,14.0,16,Windows,1.6,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,IPS Display,1920,False,100752.48
MSI,Gaming,15.6,8,Windows,2.2,128,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,58021.92
Lenovo,Gaming,15.6,4,Windows,2.4,0,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050,IPS Display,1920,False,53226.72
Acer,Gaming,17.3,16,Windows,4.2,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,IPS Display,1920,False,122490.72
Dell,Gaming,15.6,8,Windows,2.62,256,0,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,52480.8
Asus,Gaming,15.6,8,Windows,2.24,128,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,Other,Standard Display,1920,False,71341.92
Vero,Notebook,14.0,4,Windows,1.22,0,0,32,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Other,1920,False,10810.512
Lenovo,2 in 1 Convertible,13.3,8,Windows,1.37,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,True,104961.6
Lenovo,2 in 1 Convertible,15.6,8,Windows,2.08,256,0,0,0,Intel,Core i5,2.5,AMD,Radeon,Other,Standard Display,1920,True,51095.52
Apple,Ultrabook,12.0,8,macOS,0.92,0,0,512,0,Intel,Other,1.2,Intel,HD,Other,IPS Display,2304,False,62071.2
Lenovo,2 in 1 Convertible,14.0,8,Windows,1.42,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,2560,True,124142.4
Asus,Notebook,14.0,4,Windows,1.63,0,0,32,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Other,1366,False,15930.72
Dell,Notebook,15.6,8,Windows,1.95,128,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Other,1366,False,43156.8
Lenovo,2 in 1 Convertible,13.9,8,Windows,1.38,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,True,71874.72
Dell,Notebook,15.6,8,Windows,2.0,256,0,0,0,Intel,Core i3,2.0,AMD,Radeon,Other,Standard Display,1920,False,39373.92
HP,Workstation,15.6,8,Windows,3.14,256,0,0,0,Intel,Core i7,2.8,Nvidia,Quadro,Other,Standard Display,1920,False,110017.872
Asus,Notebook,15.6,8,Windows,2.37,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,58554.72
Dell,Ultrabook,13.3,8,Windows,1.29,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,79866.72
Dell,Notebook,15.6,8,Windows,2.06,256,0,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,Touchscreen Display,3840,True,93186.72
Dell,Netbook,11.6,4,Windows,1.63,128,0,0,0,Intel,Other,1.1,Intel,HD,Graphics 505,Other,1366,False,39640.32
HP,Netbook,12.5,8,Windows,1.26,256,0,0,0,Intel,Core i5,2.6,Intel,HD,Graphics 620,Other,1366,False,74005.92
Toshiba,Notebook,15.6,4,Windows,2.1,0,500,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,Other,1366,False,41558.4
HP,Notebook,15.6,8,Windows,2.04,0,2048,0,0,AMD,Other,2.5,AMD,Radeon,Other,Other,1366,False,33513.119999999995
Dell,Gaming,15.6,16,Windows,2.62,512,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1050 Ti,Standard Display,3840,False,89457.12
Lenovo,Notebook,15.6,4,Windows,2.4,0,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,Other,Standard Display,1920,False,32447.52
HP,Gaming,17.3,12,Windows,3.74,0,1024,0,0,Intel,Core i7,2.8,AMD,Radeon,Other,IPS Display,1920,False,93186.72
MSI,Gaming,17.3,16,Windows,2.9,512,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1070,Standard Display,1920,False,128671.2
Samsung,Ultrabook,13.3,8,Windows,0.81,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,79866.72
Dell,Notebook,15.6,8,Windows,1.98,0,1024,0,0,Intel,Core i7,2.7,Nvidia,GeForce,Other,Standard Display,1920,False,51202.08
Dell,Notebook,15.6,8,Windows,2.18,256,0,0,0,Intel,Core i5,2.5,AMD,Radeon,Other,Standard Display,1920,False,42081.0768
Lenovo,Ultrabook,14.0,8,Windows,1.32,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,False,99047.52
Razer,Ultrabook,12.5,16,Windows,1.29,512,0,0,0,Intel,Core i7,2.5,Intel,HD,Graphics 620,IPS Display,3840,True,95850.72
HP,Netbook,11.6,4,Chrome OS,1.23,0,0,16,0,Intel,Celeron Dual Core,1.6,Intel,HD,Graphics 400,Other,1366,False,20512.8
Dell,Gaming,17.3,16,Windows,4.36,128,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,IPS Display,1920,False,133467.4656
Dell,Notebook,14.0,4,Windows,1.76,0,500,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,Other,1366,False,40226.4
Lenovo,Notebook,15.6,4,Windows,2.1,0,500,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1366,False,26101.872
Toshiba,Ultrabook,14.0,4,Windows,1.25,128,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Other,1366,False,58075.2
Lenovo,Ultrabook,14.0,8,Windows,1.13,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,False,133146.72
MSI,Gaming,15.6,8,Windows,2.4,256,0,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,63882.72
Lenovo,Ultrabook,14.0,8,Windows,1.13,0,0,256,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,False,99900.0
Toshiba,Notebook,14.0,4,Windows,1.75,128,0,0,0,Intel,Other,2.1,Intel,HD,Other,Other,1366,False,26586.72
Asus,2 in 1 Convertible,13.3,8,Windows,1.1,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,True,72354.23999999999
Dell,Notebook,14.0,4,Windows,1.76,0,500,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Other,1366,False,31168.8
Acer,Netbook,11.6,4,Chrome OS,1.35,0,0,32,0,Intel,Celeron Dual Core,1.6,Intel,HD,Graphics 400,IPS Display,1366,False,18914.4
Acer,Notebook,14.0,8,Windows,1.5,128,0,0,0,Intel,Core i3,2.4,Intel,HD,Graphics 620,IPS Display,1920,False,32980.32
Razer,Gaming,17.3,32,Windows,3.49,512,0,0,0,Intel,Core i7,2.9,Nvidia,GeForce,Other,Touchscreen Display,3840,True,292986.72
Lenovo,Ultrabook,14.0,16,Windows,1.1,512,0,0,0,Intel,Core i7,2.6,Intel,HD,Graphics 520,IPS Display,2560,False,111834.72
Asus,Notebook,15.6,4,Linux,2.1,0,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,Other,Standard Display,1920,False,27652.32
Lenovo,Notebook,14.0,8,Windows,1.7,256,0,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,Standard Display,1920,False,63190.08
Lenovo,Notebook,14.0,8,Windows,1.32,256,0,0,0,Intel,Core i5,2.6,Intel,HD,Graphics 620,IPS Display,1920,False,87912.0
Dell,Gaming,15.6,16,Windows,3.21,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1070,Standard Display,1920,False,147832.28639999998
Asus,Gaming,17.3,16,Windows,2.9,256,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1070,Standard Display,1920,False,128884.32
Toshiba,Notebook,15.6,4,Windows,2.0,0,500,0,0,Intel,Core i3,2.4,Intel,HD,Graphics 620,Other,1366,False,35644.32
Lenovo,Notebook,14.0,4,Chrome OS,1.5,0,0,16,0,Intel,Other,1.6,Intel,HD,Graphics 400,Other,1366,False,17316.0
Asus,Notebook,15.6,8,Windows,2.3,0,128,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,31435.2
Asus,Gaming,17.3,16,Windows,2.73,512,1024,0,0,Intel,Core i7,2.6,Nvidia,GeForce,GTX 1060,Standard Display,1920,False,95850.72
Dell,Gaming,17.3,32,Windows,4.42,512,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1070,IPS Display,1920,False,163723.57919999998
HP,Notebook,17.3,8,Windows,2.63,0,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,930MX,Other,1600,False,48484.8
Dell,Notebook,15.6,8,Windows,2.18,128,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Other,1366,False,38041.3872
HP,Ultrabook,14.0,8,Windows,1.54,512,0,0,0,Intel,Core i7,2.5,Intel,HD,Graphics 520,Standard Display,1920,False,99633.6
Dell,Notebook,15.6,4,Windows,2.18,256,0,0,0,Intel,Core i7,2.7,AMD,Radeon,Other,Standard Display,1920,False,39373.92
HP,2 in 1 Convertible,11.6,4,Chrome OS,1.4,0,0,32,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Touchscreen Display,1366,True,32767.2
Asus,Ultrabook,13.3,8,Windows,1.45,512,0,0,0,Intel,Core i5,2.3,Nvidia,GeForce,Other,IPS Display,1920,False,54665.28
HP,2 in 1 Convertible,13.3,8,Windows,1.28,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,True,121318.56
HP,Ultrabook,14.0,8,Windows,1.54,512,0,0,0,Intel,Core i7,2.5,Intel,HD,Graphics 520,Standard Display,1920,False,78215.04
HP,Notebook,15.6,4,No OS,1.86,128,0,0,0,Intel,Celeron Dual Core,1.6,Intel,HD,Graphics 400,Other,1366,False,15930.72
Asus,Gaming,15.6,16,Windows,2.1,128,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,GTX 1060,Standard Display,1920,False,101178.72
Dell,Notebook,17.3,8,Linux,2.83,0,1024,0,0,Intel,Core i7,2.7,AMD,Radeon,R7 M445,Standard Display,1920,False,46087.2
Lenovo,Ultrabook,14.0,8,Windows,1.96,256,0,0,0,Intel,Core i7,2.8,Nvidia,GeForce,Other,IPS Display,1920,False,101391.84
Asus,Notebook,15.6,8,Windows,2.3,256,0,0,0,Intel,Core i7,2.7,Nvidia,GeForce,Other,IPS Display,1920,False,41931.36
Dell,Notebook,15.6,8,Windows,1.9,128,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,50349.6
Asus,Notebook,15.6,4,Windows,2.0,0,1024,0,0,Intel,Other,1.1,Intel,HD,Graphics 505,Other,1366,False,23922.72
HP,2 in 1 Convertible,13.3,8,Windows,1.28,256,0,0,0,Intel,Core i7,2.8,Intel,HD,Graphics 620,Standard Display,1920,True,136343.52
Dell,Notebook,13.3,8,Windows,1.62,0,1024,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,Standard Display,1920,True,34578.72
Lenovo,Notebook,15.6,4,No OS,2.2,0,1024,0,0,Intel,Core i3,2.0,Intel,HD,Graphics 520,Standard Display,1920,False,24988.32
Lenovo,Notebook,15.6,8,Windows,2.3,0,1024,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,False,45323.1648
HP,Notebook,15.6,8,Windows,1.84,256,0,0,0,Intel,Core i5,2.6,AMD,Radeon,Other,Standard Display,1920,False,71874.72
Toshiba,Notebook,13.3,4,Windows,1.05,128,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,68464.8
Lenovo,Gaming,15.6,8,No OS,2.5,0,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,IPS Display,1920,False,54185.76
Dell,Ultrabook,13.3,16,Windows,1.29,512,0,0,0,Intel,Core i7,2.5,Intel,Iris,Other,Touchscreen Display,3200,True,119347.2
HP,Notebook,15.6,4,Windows,2.07,0,500,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,Standard Display,1920,False,48484.8
Toshiba,Ultrabook,13.3,8,Windows,1.2,256,0,0,0,Intel,Core i5,2.3,Intel,HD,Graphics 520,Other,1366,False,58341.6
Lenovo,2 in 1 Convertible,13.3,8,Windows,1.37,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,True,103896.0
Acer,Notebook,14.0,8,Windows,1.56,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,False,48058.56
Dell,Workstation,15.6,8,Windows,2.23,0,1024,0,0,Intel,Core i7,2.8,Nvidia,Quadro,Other,Standard Display,1920,False,94731.84
Lenovo,Notebook,15.6,4,Windows,2.38,0,500,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Other,1366,False,56210.4
Lenovo,Notebook,15.6,4,No OS,2.2,0,1024,0,0,Intel,Core i3,2.0,AMD,Radeon,R5 M430,Standard Display,1920,False,25521.12
Toshiba,Notebook,15.6,8,Windows,2.0,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,False,73952.64
Lenovo,Notebook,13.3,4,Windows,1.44,180,0,0,0,Intel,Core i3,2.4,Intel,HD,Graphics 620,IPS Display,1920,False,39160.8
Samsung,Ultrabook,15.0,16,Windows,1.23,256,0,0,0,Intel,Core i7,2.7,Nvidia,GeForce,940MX,Standard Display,1920,False,98514.72
Dell,Ultrabook,12.5,8,Windows,1.6,256,0,0,0,Intel,Core i7,2.8,Intel,HD,Graphics 620,Standard Display,1920,False,90043.2
Asus,Notebook,15.6,4,Linux,2.0,0,1024,0,0,Intel,Other,1.1,Intel,HD,Graphics 505,Other,1366,False,21258.1872
Xiaomi,Ultrabook,13.3,8,Windows,1.28,256,0,0,0,Intel,Core i5,2.3,Nvidia,GeForce,940MX,IPS Display,1920,False,49816.8
Dell,Notebook,15.6,4,Windows,2.18,128,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,940MX,Standard Display,1920,False,48618.0
HP,Notebook,15.6,4,Windows,2.04,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,44701.92
HP,2 in 1 Convertible,13.3,4,Windows,1.28,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,True,90576.0
HP,2 in 1 Convertible,15.6,4,Windows,2.3,0,500,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Touchscreen Display,1366,True,36486.14399999999
Asus,Notebook,14.1,4,Windows,1.65,0,0,32,0,Intel,Celeron Dual Core,1.1,Intel,HD,Graphics 500,Other,1366,False,18541.44
Lenovo,Notebook,15.6,8,Windows,2.2,0,1024,0,0,Intel,Core i7,2.5,Nvidia,GeForce,940MX,IPS Display,1920,False,35644.32
Dell,Notebook,15.6,4,Windows,2.2,0,500,0,0,Intel,Other,1.6,Intel,HD,Graphics,Other,1366,False,19660.32
HP,2 in 1 Convertible,13.3,4,Windows,1.28,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,True,95850.72
Dell,Notebook,15.6,4,Linux,2.18,0,1024,0,0,Intel,Core i3,2.0,AMD,Radeon,Other,Other,1366,False,24279.696
Asus,Gaming,17.3,12,Windows,2.2,128,1024,0,0,Intel,Core i5,2.5,Nvidia,GeForce,GTX 1050,Standard Display,1920,False,72988.272
Acer,Netbook,11.6,4,Chrome OS,1.25,0,0,32,0,Intel,Celeron Dual Core,1.6,Intel,HD,Graphics 400,IPS Display,1366,False,15824.16
Lenovo,Notebook,17.3,4,Windows,2.8,0,500,0,0,AMD,Other,2.2,AMD,Radeon,Other,Other,1600,False,20193.12
HP,Notebook,14.0,4,Windows,1.95,128,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,67399.2
HP,2 in 1 Convertible,13.3,16,Windows,1.42,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Touchscreen Display,3200,True,74538.72
Samsung,Ultrabook,15.0,8,Windows,1.17,256,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,False,90522.72
Lenovo,Ultrabook,14.0,8,Windows,1.32,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,False,95850.72
MSI,Gaming,17.3,16,Windows,2.43,512,2048,0,0,Intel,Core i7,2.6,Nvidia,GeForce,GTX 1060,IPS Display,3840,False,141138.72
Toshiba,Notebook,13.3,8,Windows,1.05,256,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,Standard Display,1920,False,78588.0
Dell,Gaming,15.6,8,Linux,2.62,0,1024,0,0,Intel,Core i7,2.8,Nvidia,GeForce,Other,Standard Display,1920,False,49497.12
HP,Notebook,15.6,8,Windows,2.04,0,1024,0,0,Intel,Core i7,2.7,Nvidia,GeForce,930MX,Standard Display,1920,False,47952.0
Dell,Notebook,15.6,4,Windows,2.18,0,1024,0,0,Intel,Core i3,2.0,AMD,Radeon,Other,Other,1366,False,32713.92
Dell,Notebook,15.6,8,Windows,1.9,0,500,0,0,Intel,Core i5,2.6,Intel,HD,Graphics 620,Standard Display,1920,False,49816.8
Dell,2 in 1 Convertible,13.3,8,Windows,1.24,512,0,0,0,Intel,Core i7,1.3,Intel,HD,Graphics 615,Touchscreen Display,3200,True,107257.968
Asus,Gaming,17.3,32,Windows,3.58,256,0,0,0,Intel,Core i7,2.7,Nvidia,GeForce,GTX 980M,IPS Display,1920,False,68145.12
Dell,2 in 1 Convertible,13.3,16,Windows,1.22,256,0,0,0,Intel,Core i7,1.3,Intel,HD,Graphics 615,Standard Display,1920,True,87858.72
Lenovo,Ultrabook,14.0,8,Windows,1.13,0,0,256,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,False,109170.72
Lenovo,Notebook,15.6,8,Windows,1.95,512,0,0,0,Intel,Core i5,2.5,Intel,HD,Graphics 620,IPS Display,1920,False,104588.1072
LG,Ultrabook,15.6,16,Windows,1.08,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,True,111834.72
HP,Netbook,12.5,8,Windows,1.26,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,Standard Display,1920,False,79014.23999999999
Acer,Notebook,15.6,4,Chrome OS,2.2,0,0,16,0,Intel,Celeron Dual Core,1.5,Intel,HD,Graphics,IPS Display,1920,False,19127.52
Lenovo,Notebook,15.6,8,Windows,2.6,128,1024,0,0,Intel,Core i5,2.3,Nvidia,GeForce,GTX 960M,IPS Display,1920,False,42037.92
LG,Ultrabook,14.0,8,Windows,0.98,512,0,0,0,Intel,Core i7,2.7,Intel,HD,Graphics 620,IPS Display,1920,True,101178.72
